"index","target_wins","team_batting_2b","team_batting_3b","team_batting_hr","team_batting_bb","team_batting_so","team_baserun_sb","team_pitching_bb","team_pitching_so","team_fielding_e","team_fielding_dp","team_batting_1b","team_pitching_123b","team_batting_slg","team_batting_obp","log_team_batting_3b","log_team_batting_obp","pow2_team_batting_hr","sqrt_team_batting_hr"
555,92,215,40,142,559,928,30,559,928,136,149,1003,1258,0.369383490073145,0.314782445845558,3.71357206670431,0.273671211521323,20164,11.916375287813
556,84,228,44,179,607,844,39,607,844,137,146,973,1245,0.393808370805949,0.321602315413511,3.80666248977032,0.278844875760577,32041,13.3790881602597
557,83,202,34,128,527,772,44,527,772,126,150,1037,1273,0.357826919728365,0.311451243609447,3.55534806148941,0.271134343582999,16384,11.3137084989848
558,89,215,42,139,591,852,72,618,890,138,155,1011,1326,0.370376831821354,0.319771058852806,3.76120011569356,0.277458281292752,19321,11.7898261225516
559,77,202,21,118,579,860,65,583,865,158,156,989,1219,0.341480694296847,0.310663971192116,3.09104245335832,0.270533857047134,13924,10.8627804912002
560,66,221,42,110,621,857,78,621,857,199,141,1024,1287,0.356616356616357,0.323082669322709,3.76120011569356,0.279964369441185,12100,10.4880884817015
561,75,229,41,95,650,802,67,650,802,178,152,1054,1324,0.351167654234925,0.327502848520309,3.73766961828337,0.283299619909665,9025,9.74679434480896
562,75,216,24,105,490,834,74,490,834,140,145,1041,1281,0.345585648962364,0.307834336102887,3.2188758248682,0.268372590658076,11025,10.2469507659596
563,81,271,37,111,534,796,64,534,796,153,147,1070,1378,0.372464764523891,0.322206050846933,3.63758615972639,0.279301592254572,12321,10.5356537528527
564,79,224,48,72,562,746,110,562,746,144,154,1117,1389,0.345681149385494,0.322855901700385,3.89182029811063,0.279792961362885,5184,8.48528137423857
565,80,250,43,135,478,762,73,478,762,159,163,1066,1359,0.384284731774415,0.317157766459394,3.78418963391826,0.275476207886843,18225,11.6189500386223
568,73,239,46,102,460,869,132,460,869,132,110,1049,1334,0.361149825783972,0.309834142009958,3.85014760171006,0.269900520044741,10404,10.0995049383621
569,71,272,42,140,470,868,84,470,868,115,164,982,1296,0.383362218370884,0.309457032111682,3.76120011569356,0.269612571988712,19600,11.8321595661992
570,97,241,47,137,571,973,155,575,979,122,138,999,1295,0.37857641311933,0.320300798801797,3.87120101090789,0.277859588518209,18769,11.7046999107196
571,77,240,28,151,565,943,183,569,949,135,151,987,1263,0.376025126504973,0.31690250835598,3.36729582998647,0.275282394475165,22801,12.2882057274445
572,71,261,27,157,514,978,134,520,990,126,149,982,1286,0.385674451028233,0.31437737866826,3.3322045101752,0.273363077206531,24649,12.5299640861417
573,76,246,33,210,507,1071,110,510,1078,131,155,995,1282,0.417555938037866,0.318980011208668,3.52636052461616,0.276858719115925,44100,14.4913767461894
574,77,262,46,113,403,910,120,403,910,125,128,1060,1368,0.374246858323291,0.307346564112303,3.85014760171006,0.267999559487498,12769,10.6301458127346
575,93,235,45,124,472,921,136,472,921,119,130,1034,1314,0.370981754995656,0.310723758999621,3.8286413964891,0.270579472433845,15376,11.13552872566
576,77,240,36,136,406,869,151,406,869,122,136,1062,1338,0.378406347016213,0.307102335752543,3.61091791264422,0.267812729780876,18496,11.6619037896906
577,78,235,26,161,448,890,125,454,901,114,122,990,1267,0.381401852822933,0.30562814710944,3.29583686600433,0.266684263749485,25921,12.6885775404495
579,84,259,32,161,446,923,100,446,923,115,162,1069,1360,0.397641831852358,0.316178996346376,3.49650756146648,0.274732839114633,25921,12.6885775404495
581,82,300,44,178,495,1072,118,557,1206,129,129,957,1464,0.413181896403373,0.316876150079531,3.80666248977032,0.275262378915873,31684,13.3416640641263
582,76,267,19,175,523,1090,108,523,1090,104,147,927,1213,0.388305322128852,0.310489466380724,2.99573227355399,0.270400705886162,30625,13.228756555323
583,68,269,39,127,451,1003,116,451,1003,115,117,1009,1317,0.377214310524488,0.309234277028311,3.68887945411394,0.269442444961421,16129,11.2694276695846
584,89,248,34,211,597,1215,65,593,1208,100,106,992,1266,0.418572656921754,0.328291350903568,3.55534806148941,0.283893417732252,44521,14.5258390463339
585,67,255,35,189,571,1170,60,571,1170,139,135,932,1222,0.401149625500784,0.317826317265447,3.58351893845611,0.275983649904826,35721,13.7477270848675
586,65,272,23,183,632,1120,93,632,1120,100,139,948,1243,0.397883047024119,0.325043092834277,3.17805383034795,0.281444981803122,33489,13.5277492584687
587,88,268,32,194,577,1077,67,577,1077,109,113,915,1215,0.404210892639638,0.318702823595191,3.49650756146648,0.276648544025244,37636,13.9283882771841
588,67,259,29,200,585,1269,63,585,1269,114,144,863,1151,0.397615708274895,0.310267017675818,3.40119738166216,0.270230946729374,40000,14.142135623731
589,88,302,24,172,492,1158,73,492,1158,106,157,933,1259,0.397817803948736,0.309995914904314,3.2188758248682,0.270024018814545,29584,13.114877048604
590,89,308,29,235,489,1080,66,489,1080,86,126,936,1273,0.440553467714383,0.316504914769192,3.40119738166216,0.274980433155912,55225,15.3297097167559
591,79,323,23,194,419,920,65,419,920,101,136,966,1312,0.420647149460709,0.310602962916365,3.17805383034795,0.270487308353472,37636,13.9283882771841
592,66,271,46,166,395,928,121,395,928,106,122,1013,1330,0.404913245146882,0.306614243135265,3.85014760171006,0.267439244279889,27556,12.8840987267251
611,94,204,105,18,470,622,207,494,654,216,141,1016,1394,0.319456694302346,0.29957089791213,4.66343909411207,0.262034131450452,324,4.24264068711928
612,105,160,85,19,549,504,230,578,530,210,123,1084,1398,0.305780754317941,0.308866279069767,4.45434729625351,0.269161326682667,361,4.35889894354067
613,74,178,72,10,490,468,152,640,611,218,128,1121,1791,0.303662169265814,0.306015610127546,4.29045944114839,0.266980983407268,100,3.16227766016838
615,101,277,103,39,495,371,118,521,390,204,149,1237,1701,0.380502614268848,0.338253759225799,4.64439089914137,0.291365599348345,1521,6.2449979983984
616,65,255,86,37,468,499,102,492,525,209,163,1209,1630,0.362442435613167,0.328227911022741,4.46590811865458,0.283845656075298,1369,6.08276253029822
617,81,256,65,47,507,487,112,533,512,161,139,1171,1570,0.354678111587983,0.326779113471873,4.18965474202643,0.282754285934801,2209,6.85565460040104
618,73,267,60,44,560,482,201,589,507,190,145,1168,1573,0.355563234277816,0.334180274532891,4.11087386417331,0.288317076693574,1936,6.6332495807108
620,83,315,62,40,696,426,136,732,448,208,170,1142,1598,0.362671232876712,0.348207027368801,4.14313472639153,0.298775581831866,1600,6.32455532033676
621,86,332,64,34,589,403,128,624,427,170,129,1167,1655,0.366615724231618,0.340795188773806,4.17438726989564,0.293262862414218,1156,5.8309518948453
622,74,302,65,38,522,412,95,553,436,191,139,1112,1566,0.35495526496903,0.325590783467379,4.18965474202643,0.281858234380773,1444,6.16441400296898
623,76,243,81,25,493,513,146,519,540,194,157,1129,1529,0.339576829691294,0.318744501696619,4.40671924726425,0.27668014890397,625,5
624,63,256,79,39,453,465,116,483,496,203,163,1125,1556,0.349758787043418,0.315858947765416,4.38202663467388,0.27448964460959,1521,6.2449979983984
628,72,249,57,46,581,449,46,627,485,201,154,1212,1639,0.350713315217391,0.335026461463593,4.06044301054642,0.288951112976816,2116,6.78232998312527
629,56,253,43,76,602,558,38,642,595,221,134,1115,1504,0.352194787379973,0.328257346420818,3.78418963391826,0.283867817235798,5776,8.71779788708135
630,79,279,45,79,618,432,49,659,460,155,142,1153,1574,0.366440677966102,0.336926003079431,3.8286413964891,0.29037295109786,6241,8.88819441731559
631,87,303,60,64,734,447,71,787,480,180,187,1286,1769,0.38441215323646,0.363222457442798,4.11087386417331,0.309851351020304,4096,8
632,90,295,80,70,578,470,74,608,494,183,182,1110,1562,0.376718140166299,0.333100218924836,4.39444915467244,0.287507221359846,4900,8.36660026534076
633,71,262,60,73,563,535,61,616,586,213,170,1180,1644,0.368438875719607,0.333961919824807,4.11087386417331,0.288153401227526,5329,8.54400374531753
634,89,231,59,67,609,528,119,641,555,176,147,1169,1535,0.355723098012337,0.334727394834849,4.0943445622221,0.288727072375254,4489,8.18535277187245
635,86,250,66,77,522,599,55,549,630,195,131,1184,1578,0.371942934782609,0.331000828652979,4.20469261939097,0.285931161992028,5929,8.77496438739212
636,81,258,49,49,536,501,96,564,527,189,153,1091,1470,0.338248048568951,0.318527998002372,3.91202300542815,0.276515961323993,2401,7
637,72,234,39,27,544,467,125,595,511,189,158,1030,1426,0.306202239203839,0.307760927743086,3.68887945411394,0.268316459374437,729,5.19615242270663
638,86,203,48,35,590,611,182,621,643,175,176,1078,1398,0.313142047467233,0.317220067480213,3.89182029811063,0.275523506357114,1225,5.91607978309962
639,75,221,58,24,462,471,69,486,495,193,162,1072,1421,0.312982456140351,0.302300354146061,4.07753744390572,0.264132203930408,576,4.89897948556636
640,77,222,60,24,511,508,85,556,552,196,151,1140,1546,0.322860614476653,0.315900040761296,4.11087386417331,0.27452087314994,576,4.89897948556636
641,78,217,46,39,527,631,82,554,664,182,179,1133,1469,0.324103099965169,0.316832925528578,3.85014760171006,0.275229554826563,1521,6.2449979983984
642,74,222,43,56,518,554,96,545,583,163,189,1099,1435,0.330659225671434,0.313905576699273,3.78418963391826,0.273004058043019,3136,7.48331477354788
643,54,183,42,59,634,563,49,676,600,164,188,1105,1417,0.320847190617889,0.322455683649436,3.76120011569356,0.279490374661024,3481,7.68114574786861
645,63,181,49,98,580,595,20,610,626,142,190,1111,1411,0.347495682210708,0.320692956180712,3.91202300542815,0.278156565654983,9604,9.89949493661167
646,85,241,67,90,627,551,104,660,580,159,185,1130,1512,0.372855181880577,0.337265301146062,4.21950770517611,0.290626708611703,8100,9.48683298050514
647,85,209,40,84,569,548,64,599,576,129,166,1073,1391,0.339198606271777,0.316883845626286,3.71357206670431,0.275268222688098,7056,9.16515138991168
648,94,238,56,78,632,558,77,665,587,131,151,1043,1407,0.348804746117606,0.325367874366267,4.04305126783455,0.281690061934192,6084,8.83176086632785
649,99,214,49,99,635,564,103,668,593,114,157,1092,1426,0.357724986994971,0.329871247272839,3.91202300542815,0.28508213098583,9801,9.9498743710662
650,96,215,38,122,596,626,73,627,659,117,155,1099,1423,0.36735045681779,0.327203395042746,3.66356164612965,0.283074017939911,14884,11.0453610171873
651,89,229,45,135,651,694,74,685,730,128,168,1076,1420,0.379292582417582,0.333353591831773,3.8286413964891,0.287697266210185,18225,11.6189500386223
652,95,219,43,112,666,784,115,701,825,113,178,1066,1397,0.361284722222222,0.331261672228515,3.78418963391826,0.286127118308346,12544,10.5830052442584
653,86,201,44,106,545,704,106,573,741,119,168,1067,1380,0.351745700885878,0.315357488374996,3.80666248977032,0.274108482961613,11236,10.295630140987
654,99,231,48,102,610,667,119,642,702,137,148,1013,1359,0.354866946778712,0.320754129981644,3.89182029811063,0.278202884054669,10404,10.0995049383621
655,92,255,40,118,596,682,128,627,717,115,184,1062,1428,0.373167787549578,0.327457856527624,3.71357206670431,0.283265727134828,13924,10.8627804912002
656,86,216,46,138,550,612,100,550,612,128,138,1075,1337,0.378206231709416,0.322166542934917,3.85014760171006,0.27927171150924,19044,11.7473401244707
657,85,250,56,92,620,674,76,620,674,110,153,1017,1323,0.357105583579753,0.323213292976713,4.04305126783455,0.280063091319592,8464,9.59166304662544
658,94,208,40,114,571,896,64,571,896,130,163,1017,1265,0.350917030567686,0.313622590822478,3.71357206670431,0.272788657210109,12996,10.6770782520313
659,98,184,40,106,562,902,75,562,902,122,164,1026,1250,0.340537691091197,0.310711365494685,3.71357206670431,0.270570016922381,11236,10.295630140987
660,95,200,38,125,533,916,50,533,916,126,156,991,1229,0.352063213345039,0.307043854387017,3.66356164612965,0.267767987550501,15625,11.1803398874989
661,83,193,40,87,476,872,153,476,872,160,149,915,1148,0.319833664798409,0.289354880921225,3.71357206670431,0.254142000976588,7569,9.32737905308882
662,89,181,34,89,480,849,124,480,849,137,149,905,1120,0.313579349209235,0.286976805309153,3.55534806148941,0.252295906158776,7921,9.4339811320566
663,67,169,33,71,397,840,90,397,840,151,152,960,1162,0.302501349649091,0.278520278520278,3.52636052461616,0.245703376804606,5041,8.42614977317636
664,68,210,27,112,552,844,54,552,844,122,163,997,1234,0.341523341523342,0.307711669760564,3.3322045101752,0.268278792772557,12544,10.5830052442584
665,56,192,20,123,477,872,53,477,872,165,187,1059,1271,0.347863993025283,0.305289146329883,3.04452243772342,0.266424584300953,15129,11.0905365064094
666,79,185,30,138,562,870,83,562,870,160,128,993,1208,0.354553492484527,0.310898855082548,3.43398720448515,0.270713050838491,19044,11.7473401244707
667,92,179,29,114,538,1042,105,566,1096,142,143,949,1217,0.330948121645796,0.299457864177333,3.40119738166216,0.261947149931419,12996,10.6770782520313
668,77,228,38,111,537,952,83,537,952,144,165,1023,1289,0.357305735835818,0.314440626674652,3.66356164612965,0.273411196175798,12321,10.5356537528527
669,81,228,23,137,525,869,65,532,880,149,190,1123,1391,0.376607785971531,0.324018197010491,3.17805383034795,0.280671201385997,18769,11.7046999107196
670,75,210,38,95,615,805,102,619,810,141,156,1066,1322,0.345610054110665,0.322760673425728,3.66356164612965,0.279720971887468,9025,9.74679434480896
671,64,210,46,73,474,744,121,477,749,131,156,1090,1355,0.337979094076655,0.308673227225263,3.85014760171006,0.269013820336047,5329,8.54400374531753
672,90,254,52,192,559,666,42,559,666,159,125,1070,1376,0.424211597151577,0.332896581144494,3.97029191355212,0.287354454649299,36864,13.856406460551
673,71,222,41,107,412,629,84,415,633,139,131,1062,1333,0.358487277797142,0.303998977080203,3.73766961828337,0.265435679056457,11449,10.3440804327886
674,74,294,33,129,460,676,98,466,684,175,144,1068,1412,0.389203084832905,0.318982754311422,3.52636052461616,0.276860798828945,16641,11.3578166916005
675,71,258,38,92,404,678,69,409,686,173,164,1038,1351,0.354395126196693,0.301809578617559,3.66356164612965,0.263755280108461,8464,9.59166304662544
677,87,266,52,136,533,866,136,533,866,154,173,1069,1387,0.394074327795855,0.326305065909301,3.97029191355212,0.282396930091138,18496,11.6619037896906
678,99,270,42,157,527,888,165,527,888,120,158,970,1282,0.39285094568801,0.316418097114092,3.76120011569356,0.274914485420456,24649,12.5299640861417
679,74,225,38,172,523,883,109,523,883,122,160,925,1188,0.382937554969217,0.307382890444367,3.66356164612965,0.26802734540776,29584,13.114877048604
680,85,247,37,146,471,843,108,471,843,111,152,956,1240,0.376051893408135,0.304858634742741,3.63758615972639,0.266094709039355,21316,12.0830459735946
681,72,197,34,121,487,940,115,487,940,117,142,983,1214,0.347126436781609,0.300867394296322,3.55534806148941,0.26303126835272,14641,11
682,77,283,36,173,487,971,138,487,971,115,174,935,1254,0.40024352061228,0.310913505502475,3.61091791264422,0.270724226634401,29929,13.1529464379659
683,71,225,35,133,449,914,99,452,920,155,178,942,1209,0.358290658661487,0.296208149744315,3.58351893845611,0.259443194404393,17689,11.5325625946708
684,69,264,36,95,467,878,98,470,883,152,177,1107,1415,0.364526098901099,0.316837564086532,3.61091791264422,0.275233077330971,9025,9.74679434480896
685,94,251,44,106,478,903,140,478,903,124,169,992,1287,0.361106218072926,0.308068225373706,3.80666248977032,0.268551411746359,11236,10.295630140987
686,87,226,39,139,610,896,134,610,896,116,151,1060,1325,0.379077029840389,0.32898188439342,3.68887945411394,0.284413148632502,19321,11.7898261225516
687,86,269,36,110,622,784,160,622,784,129,134,1019,1324,0.366023300295601,0.326254707080684,3.61091791264422,0.282358960105212,12100,10.4880884817015
688,94,228,44,162,604,834,106,604,834,112,153,1020,1292,0.390920117830532,0.326462601826709,3.80666248977032,0.282515701078517,26244,12.7279220613579
690,77,284,42,164,648,863,124,729,971,122,147,1104,1608,0.414247130317353,0.344383553439344,3.76120011569356,0.295935583410575,26896,12.8062484748657
691,85,284,33,195,701,927,105,701,927,109,145,1074,1391,0.425916539956074,0.348615942675349,3.52636052461616,0.299078838897104,38025,13.9642400437689
693,80,291,38,198,551,916,127,551,916,140,161,989,1318,0.423853524982888,0.326842623354251,3.66356164612965,0.282802152502601,39204,14.0712472794703
694,75,300,37,163,502,815,111,505,820,137,149,1073,1419,0.413091402408004,0.327871372356124,3.63758615972639,0.283577188197618,26569,12.7671453348037
695,95,325,33,216,591,960,119,591,960,133,190,1041,1399,0.446275432991424,0.340231339237303,3.52636052461616,0.292842240283907,46656,14.6969384566991
696,83,300,29,214,520,998,123,520,998,118,149,920,1249,0.426272066458982,0.318038320882693,3.40119738166216,0.27614451068245,45796,14.6287388383278
697,81,289,29,217,555,952,75,555,952,97,157,940,1258,0.425060158129942,0.321299415819244,3.40119738166216,0.278615658312184,47089,14.7309198626562
698,86,303,19,220,519,916,77,519,916,93,154,903,1225,0.422452504317789,0.31516927489245,2.99573227355399,0.273965383499182,48400,14.8323969741913
701,90,291,20,236,502,1056,93,502,1056,90,145,1039,1350,0.444012178619756,0.329110818022881,3.04452243772342,0.284510160771654,55696,15.3622914957372
739,111,156,96,23,469,426,165,543,493,176,113,1118,1585,0.316488896660255,0.305023353350491,4.57471097850338,0.26622093590227,529,4.79583152331272
740,87,179,80,19,404,389,167,428,412,212,132,1238,1585,0.332290580465763,0.31574242569358,4.39444915467244,0.274401088589603,361,4.35889894354067
741,74,234,100,21,397,326,124,420,345,204,147,1150,1572,0.348052851182197,0.31331926593772,4.61512051684126,0.272557723369433,441,4.58257569495584
742,90,238,104,47,459,401,137,483,422,216,155,1253,1678,0.379533458198536,0.335321343149132,4.65396035015752,0.289171969365807,2209,6.85565460040104
743,96,249,100,47,462,386,101,486,406,212,151,1188,1617,0.371751025991792,0.327899510644266,4.61512051684126,0.283598378495564,2209,6.85565460040104
745,85,234,95,47,433,346,114,458,366,215,170,1202,1621,0.367014899811612,0.324365848305271,4.56434819146784,0.280933739817605,2209,6.85565460040104
747,79,235,82,31,426,352,66,451,373,175,169,1176,1581,0.344615384615385,0.314605333249773,4.4188406077966,0.273536493776408,961,5.56776436283002
748,83,244,71,34,411,352,88,438,375,173,207,1195,1610,0.346166950596252,0.315141837309788,4.27666611901606,0.273944520885223,1156,5.8309518948453
749,69,271,83,36,433,365,141,455,384,170,156,1165,1598,0.357082128889645,0.318661807307728,4.43081679884331,0.276617440030759,1296,6
750,62,279,70,78,468,514,50,492,541,169,173,1125,1551,0.375127594419871,0.322040727768651,4.26267987704132,0.279176548646817,6084,8.83176086632785
751,61,254,74,22,424,487,25,446,512,174,204,1164,1570,0.339383561643836,0.313314287508241,4.31748811353631,0.272553932639301,484,4.69041575982343
752,63,279,72,49,459,459,37,483,483,187,136,1103,1529,0.355635615028307,0.315891533481375,4.29045944114839,0.274514408139561,2401,7
753,62,222,39,36,372,377,32,396,402,189,148,1053,1401,0.309725158562368,0.289214571215026,3.68887945411394,0.254033173420115,1296,6
754,56,244,70,59,336,571,36,360,613,194,146,1159,1581,0.357289177193581,0.305685172840682,4.26267987704132,0.266727939650662,3481,7.68114574786861
755,72,258,72,77,415,579,76,439,613,216,147,1079,1491,0.364590502408809,0.309302766199318,4.29045944114839,0.269494755980812,5929,8.77496438739212
756,78,236,77,86,431,614,72,453,646,201,158,1154,1544,0.374383398537166,0.318237072592962,4.35670882668959,0.276295292889148,7396,9.2736184954957
757,59,226,62,77,460,616,56,484,648,219,146,1033,1390,0.345737246680643,0.304581438972435,4.14313472639153,0.26588225290814,5929,8.77496438739212
758,89,271,62,119,395,559,21,427,604,183,144,1163,1615,0.39841777478539,0.320988420823891,4.14313472639153,0.27838026003916,14161,10.9087121146357
759,102,283,63,103,526,566,48,553,595,167,179,1122,1545,0.388163472952349,0.330035530507229,4.15888308335967,0.285205656543921,10609,10.1488915650922
760,106,280,40,94,480,533,76,508,564,124,167,1097,1500,0.368853863285935,0.318980011208668,3.71357206670431,0.276858719115925,8836,9.69535971483266
761,93,224,35,67,502,450,72,528,473,158,155,1029,1355,0.325646893152614,0.304470872551514,3.58351893845611,0.265797496906508,4489,8.18535277187245
762,81,211,42,70,515,585,45,549,623,187,168,973,1306,0.320348630380647,0.299346530847588,3.76120011569356,0.261861469508509,4900,8.36660026534076
764,94,241,33,54,445,411,54,468,432,145,161,1082,1426,0.32758019525802,0.304249634200649,3.52636052461616,0.265627882453121,2916,7.34846922834953
765,64,232,27,59,412,560,75,433,589,154,145,1067,1395,0.323586061985642,0.297771927571594,3.3322045101752,0.260648892189347,3481,7.68114574786861
766,70,217,35,68,519,635,86,546,668,160,202,1008,1325,0.321719136894234,0.303363271545958,3.58351893845611,0.264948055560967,4624,8.24621125123532
767,77,255,45,100,567,558,48,596,587,143,141,1043,1413,0.361934477379095,0.320988420823891,3.8286413964891,0.27838026003916,10000,10
768,68,234,39,110,506,620,44,536,656,162,143,957,1303,0.349805859512884,0.303252317395598,3.68887945411394,0.264862922831079,12100,10.4880884817015
769,65,278,37,90,451,588,33,474,619,143,158,1092,1480,0.363901768847673,0.314390496191581,3.63758615972639,0.273373057184943,8100,9.48683298050514
770,70,272,29,105,534,526,39,565,557,148,140,1040,1420,0.362266112266112,0.317811808002994,3.40119738166216,0.275972639848237,11025,10.2469507659596
771,72,226,35,93,437,607,46,460,639,147,148,1023,1351,0.341916272552111,0.299395451492179,3.58351893845611,0.261899118990397,8649,9.64365076099295
772,73,223,47,109,505,746,34,531,785,113,153,992,1327,0.353446763725662,0.306371384215696,3.87120101090789,0.267253358129022,11881,10.4403065089106
773,72,200,36,175,510,737,26,536,775,136,185,1058,1361,0.389213328753006,0.316373124592303,3.61091791264422,0.27488032204174,30625,13.228756555323
775,79,227,29,190,585,691,54,615,727,146,178,1052,1376,0.403325334247515,0.328092435944587,3.40119738166216,0.28374365401186,36100,13.7840487520902
777,84,264,35,197,574,791,54,604,832,113,146,1031,1399,0.418215930411052,0.329940705422092,3.58351893845611,0.285134358850433,38809,14.0356688476182
778,80,255,42,129,602,805,64,633,847,104,156,1004,1368,0.374045801526718,0.322899607576553,3.76120011569356,0.27982599984737,16641,11.3578166916005
779,78,271,36,169,525,803,68,552,845,133,165,1047,1424,0.40439672801636,0.324019939688596,3.61091791264422,0.280672517589174,28561,13
780,70,242,42,147,539,903,77,567,950,131,163,962,1310,0.377094972067039,0.312225429898331,3.76120011569356,0.271724497331112,21609,12.1243556529821
781,98,260,37,166,445,801,74,468,843,141,130,1024,1389,0.398043254376931,0.312029603612644,3.63758615972639,0.27157525399649,27556,12.8840987267251
782,98,252,40,167,498,903,66,498,903,143,144,1064,1356,0.402185046090816,0.321697149753969,3.71357206670431,0.278916630279313,27889,12.9228479833201
783,86,225,44,122,474,960,92,474,960,135,127,942,1211,0.356169233492654,0.299377167073327,3.80666248977032,0.26188504741005,14884,11.0453610171873
784,92,220,38,130,457,974,90,457,974,130,137,995,1253,0.361650061178116,0.302008083251122,3.66356164612965,0.263907752101301,16900,11.4017542509914
785,89,268,61,183,538,1003,82,538,1003,117,142,1032,1361,0.422422592718612,0.328090025449974,4.12713438504509,0.283741839005061,33489,13.5277492584687
786,77,235,33,151,399,888,71,404,899,124,135,1033,1317,0.381991341991342,0.303951851733911,3.52636052461616,0.265399539305832,22801,12.2882057274445
787,87,251,54,109,372,969,92,372,969,121,124,952,1257,0.361458516822265,0.291766846448762,4.00733318523247,0.25601092967067,11881,10.4403065089106
790,102,253,45,191,547,984,115,547,984,151,173,1009,1307,0.414776632302406,0.324857884330203,3.8286413964891,0.281305196576449,36481,13.8202749610853
791,79,203,28,138,438,907,59,438,907,103,174,937,1168,0.350451567203825,0.291039472834162,3.36729582998647,0.255447686791481,19044,11.7473401244707
793,99,232,34,137,639,947,148,639,947,115,162,995,1261,0.368899772608011,0.324172933494259,3.55534806148941,0.280788063407141,18769,11.7046999107196
794,98,271,35,135,693,940,146,693,940,134,151,996,1302,0.378861506421381,0.333455254815899,3.58351893845611,0.287773509383221,18225,11.6189500386223
795,108,278,37,124,691,916,168,691,916,102,173,1076,1391,0.382538868956091,0.340420413195802,3.63758615972639,0.292983305947241,15376,11.13552872566
796,102,271,63,141,681,902,210,681,902,102,157,1124,1458,0.408891142663962,0.348767826242616,4.15888308335967,0.299191454364861,19881,11.8743420870379
797,88,269,42,181,600,911,170,600,911,95,154,1021,1332,0.413704276146316,0.332485910316099,3.76120011569356,0.287046303130363,32761,13.4536240470737
798,93,272,32,137,640,905,138,644,911,135,121,946,1258,0.374189023321059,0.323275862068966,3.49650756146648,0.280110375920887,18769,11.7046999107196
799,91,268,31,133,618,908,100,622,914,125,153,1022,1329,0.377616329354783,0.32741023118544,3.46573590279973,0.283229849388276,17689,11.5325625946708
800,89,256,45,113,537,852,156,537,852,106,144,1031,1332,0.368767313019391,0.317776808523896,3.8286413964891,0.275946080711594,12769,10.6301458127346
802,61,228,34,82,470,817,131,470,817,128,158,1031,1293,0.3375,0.304158808298437,3.55534806148941,0.265558241594145,6724,9.05538513813742
803,74,236,35,107,588,1006,154,588,1006,114,121,896,1167,0.341231376772572,0.306435137895812,3.58351893845611,0.267302159048332,11449,10.3440804327886
804,70,238,30,106,566,978,160,566,978,139,116,968,1236,0.346364762073235,0.310800556468952,3.43398720448515,0.270638062368639,11236,10.295630140987
805,90,251,34,115,580,861,160,584,866,122,143,994,1287,0.361179361179361,0.318265827146571,3.55534806148941,0.276317105536207,13225,10.7238052947636
806,86,237,35,144,586,920,177,586,920,140,160,988,1260,0.374323144104803,0.319122413363251,3.58351893845611,0.276966677134079,20736,12
807,84,262,29,192,514,928,169,514,928,128,137,995,1286,0.408887357905615,0.31898671148041,3.40119738166216,0.276863798991789,36864,13.856406460551
808,88,248,25,123,482,928,208,485,934,122,132,946,1226,0.354946996466431,0.301187465992382,3.25809653802148,0.263277282918023,15129,11.0905365064094
809,75,243,28,128,493,1028,128,493,1028,121,108,963,1234,0.36098852603707,0.305366663474124,3.36729582998647,0.266483969489895,16384,11.3137084989848
810,91,284,40,125,466,913,166,466,913,102,126,1017,1341,0.38188430897125,0.313553713799515,3.71357206670431,0.272736222949905,15625,11.1803398874989
812,90,281,44,99,563,888,125,563,888,96,128,994,1319,0.363890343984634,0.318763092893099,3.80666248977032,0.276694246453125,9801,9.9498743710662
813,73,261,28,137,485,1025,142,485,1025,120,133,1031,1320,0.378551628551629,0.314287510214344,3.36729582998647,0.273294701466183,18769,11.7046999107196
815,96,312,39,181,584,1064,214,657,1197,89,158,960,1475,0.418897909828986,0.329341317365269,3.68887945411394,0.284683569455524,32761,13.4536240470737
816,81,259,36,191,604,1134,171,604,1134,121,145,912,1207,0.403222981257663,0.320892267430993,3.61091791264422,0.278307468415096,36481,13.8202749610853
817,76,269,27,142,518,1113,190,518,1113,106,129,948,1244,0.375021956789039,0.310560972521211,3.3322045101752,0.270455268850264,20164,11.916375287813
818,77,298,28,138,608,1107,95,608,1107,122,142,977,1303,0.382643339684739,0.324773413897281,3.36729582998647,0.281241436435175,19044,11.7473401244707
819,95,310,37,208,566,1118,163,563,1111,104,136,972,1311,0.433555669574141,0.329928216454997,3.63758615972639,0.285124968186862,43264,14.422205101856
820,85,302,36,200,559,995,99,559,995,111,156,1007,1345,0.428328515558578,0.330861032262003,3.61091791264422,0.285826125443621,40000,14.142135623731
821,66,304,22,176,468,1172,103,468,1172,138,136,962,1288,0.404564315352697,0.313717481462863,3.13549421592915,0.272860890448148,30976,13.2664991614216
822,78,297,21,169,583,1188,116,583,1188,120,169,899,1217,0.391030133146461,0.317690770575746,3.09104245335832,0.275880788352194,28561,13
823,69,239,21,182,524,1326,80,524,1326,141,152,907,1167,0.382492529442784,0.307857300570924,3.09104245335832,0.268390149660609,33124,13.490737563232
824,76,287,28,194,599,1335,77,599,1335,113,123,871,1186,0.40233897713388,0.31900396432111,3.36729582998647,0.276876879281161,37636,13.9283882771841
825,73,335,15,222,611,1303,72,611,1303,104,133,881,1231,0.427980702963473,0.325793796738997,2.77258872223978,0.282011371932776,49284,14.8996644257513
